CustomerKey,Recency,Frequency,Monetary
25192,247,5,2480.9900000000002
22448,327,3,2479.94
24569,231,3,2479.94
25780,357,3,2479.94
27952,201,3,2479.94
25779,376,3,2479.94
16747,198,3,2479.94
23636,326,3,2479.94
20200,351,3,2479.94
25793,379,3,2479.94
16762,114,3,2479.94
19357,38,4,2478.5681999999997
23776,303,2,2478.3399999999997
16375,244,2,2478.3399999999997
16490,240,2,2478.3399999999997
25481,190,2,2478.3399999999997
22808,360,2,2478.3399999999997
20496,176,2,2478.3399999999997
26206,22,2,2478.3399999999997
24865,173,2,2478.3399999999997
20210,331,2,2478.3399999999997
23234,380,2,2478.3399999999997
16770,129,2,2478.3399999999997
24091,50,2,2478.3399999999997
16670,236,2,2478.3399999999997
20527,176,2,2478.3399999999997
20638,155,3,2478.24
22312,368,3,2478.24
22524,224,3,2478.24
25423,223,4,2478.04
28961,277,4,2478.04
24735,306,4,2478.04
28962,269,5,2477.53
23759,358,2,2475.95
16761,115,2,2475.95
20376,263,2,2475.95
28876,216,2,2475.95
22648,130,2,2475.95
22822,379,2,2475.95
20204,349,2,2475.95
25796,100,2,2475.95
16232,331,2,2475.95
28949,305,3,2473.05
28928,291,3,2473.05
25073,22,3,2473.05
25078,42,4,2473.04
28952,294,4,2473.04
25745,170,4,2473.04
24668,168,4,2473.04
24346,266,4,2473.04
25400,211,3,2469.05
24203,153,3,2469.05
24807,277,3,2469.05
25025,285,3,2469.05
25072,27,3,2469.05
25730,254,3,2469.05
25484,40,3,2469.05
25076,26,3,2469.05
25075,256,3,2469.05
24990,264,4,2468.04
24417,371,6,2467.02
20639,148,4,2466.3199999999997
20297,308,4,2466.3199999999997
20659,20,4,2466.3199999999997
16673,199,4,2466.3199999999997
24582,216,4,2466.3199999999997
23922,260,4,2466.3199999999997
24093,346,4,2466.3199999999997
23629,341,4,2466.3199999999997
18511,30,6,2465.93
23921,278,4,2465.2799999999997
19387,26,5,2464.0582
25059,258,3,2462.55
27869,83,3,2462.55
24520,200,3,2462.55
25186,244,3,2462.55
28953,297,3,2462.55
25742,169,5,2462.03
28207,374,4,2461.55
24676,192,4,2461.55
24183,230,4,2461.55
25015,282,4,2461.55
16132,361,4,2459.62
18008,100,4,2459.0681999999997
19329,46,4,2459.0681999999997
23764,327,3,2457.33
20658,40,3,2457.33
24870,186,3,2457.33
27948,229,3,2457.33
20644,77,3,2457.33
22691,89,3,2457.33
27309,319,3,2457.33
20039,361,3,2457.33
20544,192,3,2457.33
23925,257,3,2457.33
24068,81,3,2457.33
20648,47,3,2457.33
20641,119,3,2457.33
24852,204,3,2457.33
16783,53,3,2457.33
18415,22,4,2454.9799999999996
17996,107,3,2454.0782
17999,104,3,2454.0782
25289,204,4,2453.04
25767,210,4,2453.04
29113,265,4,2453.04
24654,188,4,2453.04
23666,108,4,2453.04
24739,160,4,2453.04
29359,62,4,2453.04
25185,245,4,2453.04
25414,222,4,2453.04
25736,224,4,2453.04
25464,26,4,2453.04
24341,324,4,2453.04
24681,314,4,2453.04
20337,316,2,2452.3399999999997
23635,344,2,2452.3399999999997
25798,94,2,2452.3399999999997
20642,90,2,2452.3399999999997
24799,81,4,2452.04
28731,268,4,2452.04
29178,265,4,2452.04
24700,104,4,2452.04
29180,261,4,2452.04
29407,201,4,2452.04
28729,282,4,2452.04
28697,139,4,2452.04
25775,112,2,2451.2999999999997
20302,296,2,2451.2999999999997
23607,365,2,2451.2999999999997
22828,365,2,2451.2999999999997
20183,350,2,2451.2999999999997
26205,46,2,2451.2999999999997
16732,179,2,2451.2999999999997
16727,228,2,2451.2999999999997
14732,41,3,2450.0782
17987,107,3,2450.0782
18039,104,3,2450.0782
25047,44,4,2448.04
24794,89,4,2448.04
29247,333,3,2447.05
25180,238,3,2447.05
29319,257,3,2447.05
25064,256,3,2447.05
24446,212,3,2447.05
24633,224,3,2447.05
27864,226,3,2447.05
29190,272,3,2447.05
29043,363,3,2447.05
24421,353,3,2447.05
16866,93,6,2444.45
24348,275,3,2443.55
27867,160,3,2443.55
24444,222,3,2443.55
24343,312,3,2443.55
24357,246,3,2443.55
16776,108,1,2443.35
25892,702,1,2443.35
26420,341,1,2443.35
28798,690,1,2443.35
28836,699,1,2443.35
26013,546,1,2443.35
25393,690,1,2443.35
28850,711,1,2443.35
25995,567,1,2443.35
20482,203,1,2443.35
26382,353,1,2443.35
22323,358,1,2443.35
25100,711,1,2443.35
23906,279,1,2443.35
23926,199,1,2443.35
29281,629,1,2443.35
25095,713,1,2443.35
27943,270,1,2443.35
28901,177,1,2443.35
28834,697,1,2443.35
20347,269,1,2443.35
20377,232,1,2443.35
16235,330,1,2443.35
25883,700,1,2443.35
28659,721,1,2443.35
28663,742,1,2443.35
25363,706,1,2443.35
24053,171,1,2443.35
25361,712,1,2443.35
20340,289,1,2443.35
16728,219,1,2443.35
25875,698,1,2443.35
29149,668,1,2443.35
26207,22,1,2443.35
25778,78,1,2443.35
27316,317,1,2443.35
20038,379,1,2443.35
25094,733,1,2443.35
22464,262,1,2443.35
20181,369,1,2443.35
26294,440,1,2443.35
25061,723,1,2443.35
28766,740,1,2443.35
16789,26,1,2443.35
29159,631,1,2443.35
25864,705,1,2443.35
24786,729,1,2443.35
28802,713,1,2443.35
28326,335,4,2442.54
23328,141,4,2442.54
24433,354,4,2442.54
17038,73,3,2442.2799999999997
28416,229,5,2442.03
29480,181,5,2442.03
26822,51,5,2442.03
25724,282,5,2442.03
18122,81,2,2439.99
18068,75,2,2439.99
16969,58,2,2439.99
17171,72,2,2439.99
20581,74,2,2439.99
18378,44,2,2439.99
24754,156,6,2439.98
21037,41,8,2438.28
24815,280,2,2438.06
24998,287,2,2438.06
25184,248,2,2438.06
24811,105,2,2438.06
25161,234,2,2438.06
29308,252,2,2438.06
29317,234,2,2438.06
24645,202,2,2438.06
25425,219,2,2438.06
25765,221,2,2438.06
24997,26,2,2438.06
25008,26,2,2438.06
24436,323,2,2438.06
24432,249,2,2438.06
24818,263,2,2438.06
25285,214,2,2438.06
29196,280,2,2438.06
25038,18,2,2438.06
18009,107,3,2435.0782
17971,110,3,2435.0782
14731,37,3,2435.0782
17957,113,3,2435.0782
19415,21,3,2435.0782
18038,99,3,2435.0782
18046,99,3,2435.0782
16916,62,8,2434.9199999999996
28535,343,4,2433.04
25415,217,4,2433.04
25404,227,4,2433.04
24198,216,4,2433.04
24063,350,4,2433.04
28714,323,4,2433.04
24219,166,4,2433.04
28523,212,4,2433.04
24790,124,4,2433.04
25080,250,4,2433.04
28365,263,4,2433.04
29316,246,4,2433.04
25406,223,4,2433.04
25105,255,4,2433.04
25625,379,4,2433.04
28377,252,4,2433.04
29289,286,4,2433.04
25729,239,4,2433.04
27901,270,4,2433.04
24738,162,4,2433.04
25163,242,4,2433.04
25405,212,4,2433.04
25720,288,4,2433.04
17625,109,5,2431.95
17956,130,5,2431.3582
25744,171,5,2428.29
24190,211,3,2428.05
24384,109,3,2428.05
24201,186,3,2428.05
29477,210,3,2428.05
28742,106,3,2428.05
25640,331,3,2428.05
25758,187,3,2428.05
28415,242,3,2428.05
29468,224,3,2428.05
28696,160,3,2428.05
24673,293,3,2428.05
27821,336,3,2428.05
18634,79,4,2427.3682
24437,327,4,2427.04
25397,204,4,2427.04
28417,224,4,2426.0
17424,58,4,2423.4799999999996
17555,77,4,2423.4799999999996
29368,69,4,2422.54
29369,32,4,2422.54
22343,285,4,2422.54
12783,169,5,2420.4599999999996
29184,267,4,2420.34
25040,43,4,2420.34
24782,163,4,2420.34
24359,254,4,2420.34
25319,54,4,2420.34
25457,35,4,2420.34
29042,368,4,2420.34
24528,344,4,2420.34
28735,251,4,2420.34
26362,90,4,2420.34
24783,119,4,2420.34
18831,19,5,2419.4599999999996
29473,225,2,2419.06
28695,184,2,2419.06
28704,138,2,2419.06
24083,333,2,2419.06
24349,286,2,2419.06
24347,283,2,2419.06
28403,232,2,2419.06
28397,251,2,2419.06
29367,54,2,2419.06
29366,55,2,2419.06
24979,64,2,2419.06
26221,128,2,2419.06
24988,285,2,2419.06
25426,218,2,2419.06
24708,58,2,2419.06
24660,347,2,2419.06
24966,269,2,2419.06
25079,230,2,2419.06
25014,35,2,2419.06
27865,221,2,2419.06
29195,283,2,2419.06
24789,109,2,2419.06
24792,108,2,2419.06
24791,119,2,2419.06
24779,296,2,2419.06
27868,107,2,2419.06
24441,229,2,2419.06
24445,229,2,2419.06
24135,292,2,2419.06
24828,58,2,2419.06
24959,273,2,2419.06
25430,200,2,2419.06
27839,307,2,2419.06
27820,381,2,2419.06
24675,316,2,2419.06
24670,294,2,2419.06
24942,77,2,2419.06
28935,302,2,2419.06
28927,315,2,2419.06
28957,260,2,2419.06
25050,257,2,2419.06
24521,332,2,2419.06
25398,224,2,2419.06
25674,313,2,2419.06
24793,91,2,2419.06
25077,31,2,2419.06
24526,323,2,2419.06
26229,80,2,2419.06
29192,266,2,2419.06
24809,280,2,2419.06
25155,230,2,2419.06
28309,328,2,2419.06
24425,375,2,2419.06
28948,319,2,2419.06
24640,210,2,2419.06
29310,242,2,2419.06
29309,238,2,2419.06
25702,291,2,2419.06
25191,239,2,2419.06
25193,225,2,2419.06
29137,354,2,2419.06
29194,274,2,2419.06
25060,249,2,2419.06
25063,40,2,2419.06
25042,24,2,2419.06
24810,80,2,2419.06
24814,72,2,2419.06
25150,253,2,2419.06
28204,379,2,2419.06
28202,380,2,2419.06
28201,360,2,2419.06
24801,103,2,2419.06
24800,91,2,2419.06
29103,288,2,2419.06
29303,236,2,2419.06
27870,63,2,2419.06
28732,114,2,2419.06
24157,235,2,2419.06
28720,346,2,2419.06
25725,284,2,2419.06
25284,227,2,2419.06
24140,261,2,2419.06
29277,318,2,2419.06
25290,202,2,2419.06
29300,232,2,2419.06
28557,187,2,2419.06
27819,365,2,2419.06
28723,285,2,2419.06
28734,107,2,2419.06
22344,231,2,2419.06
25320,54,2,2419.06
24527,321,2,2419.06
24405,357,2,2419.06
26823,32,2,2419.06
24760,155,2,2419.06
24105,304,2,2419.06
24761,140,2,2419.06
24669,343,2,2419.06
28709,317,2,2419.06
28703,127,2,2419.06
17004,74,3,2418.4799999999996
28549,189,3,2418.05
29360,73,3,2418.05
24194,203,3,2418.05
24358,235,3,2418.05
24680,299,3,2418.05
25000,32,3,2418.05
24153,275,3,2418.05
24996,75,3,2418.05
24788,121,3,2418.05
24354,259,3,2418.05
17003,77,4,2416.45
18905,25,6,2416.43
16987,154,2,2414.99
18420,38,2,2414.99
18236,88,2,2414.99
17412,62,2,2414.99
20573,56,2,2414.99
17543,70,2,2414.99
18231,48,2,2414.99
16104,78,4,2414.97
18863,25,4,2414.97
24987,63,2,2413.06
25458,24,2,2413.06
24061,374,2,2413.06
24136,287,2,2413.06
24806,287,2,2413.06
16653,97,5,2411.95
18808,28,5,2411.9399999999996
18400,17,6,2409.95
28217,323,5,2408.29
24798,96,4,2407.04
28733,124,4,2407.04
26818,99,4,2407.04
24808,282,4,2407.04
28327,333,4,2407.04
24084,312,4,2407.04
24802,287,4,2407.04
26223,111,4,2407.04
28755,217,4,2407.04
25735,226,4,2407.04
24498,218,4,2407.04
29165,322,4,2407.04
24413,367,4,2407.04
29115,276,4,2407.04
17461,66,4,2406.95
16086,78,4,2406.95
24785,118,4,2406.0
18533,22,3,2405.47
16852,91,3,2405.47
13391,104,3,2405.47
17535,69,3,2405.47
24560,25,3,2404.97
13143,165,3,2404.97
17580,58,3,2404.97
17441,59,4,2404.95
18516,19,4,2404.91
17393,60,4,2404.91
17006,53,4,2404.4599999999996
17613,111,4,2401.95
16077,117,4,2401.45
18540,20,4,2401.45
17013,57,4,2401.45
18389,96,4,2401.45
12782,196,4,2400.95
22817,32,6,2400.93
24427,361,4,2400.34
19353,31,2,2400.0882
11144,354,3,2399.97
21532,22,5,2399.95
17582,58,4,2398.47
25407,219,3,2398.05
25334,224,3,2398.05
28524,207,3,2398.05
27866,192,3,2398.05
24529,344,3,2398.05
29357,103,3,2398.05
24434,371,3,2398.05
25738,204,3,2398.05
29478,202,3,2398.05
24831,63,3,2398.05
25681,320,3,2398.05
23667,23,3,2398.05
26230,97,3,2398.05
25618,378,3,2398.05
24972,72,3,2398.05
28446,199,3,2398.05
28206,355,3,2398.05
24770,165,3,2398.05
24756,148,3,2398.05
28208,325,3,2398.05
24414,359,3,2398.05
25396,200,3,2398.05
28963,268,3,2398.05
24345,306,3,2398.05
25623,205,3,2398.05
25622,213,3,2398.05
24796,103,3,2398.05
24158,243,3,2398.05
24353,254,3,2398.05
28747,235,3,2398.05
24764,153,3,2398.05
13918,29,5,2397.95
18782,27,5,2397.91
17563,56,5,2397.91
18515,30,6,2396.9399999999996
13397,63,6,2396.9399999999996
18413,21,3,2395.9599999999996
23612,33,3,2395.9599999999996
11158,360,3,2395.9599999999996
16756,90,3,2395.9599999999996
18860,39,4,2394.97
18075,70,4,2394.97
18824,46,4,2394.97
18377,100,4,2394.97
21057,71,4,2394.97
17425,62,5,2394.95
13270,109,5,2394.95
18224,70,5,2394.45
25286,218,2,2393.06
23276,187,2,2393.06
24653,169,2,2393.06
25401,206,2,2393.06
29183,276,2,2393.06
24644,228,2,2393.06
25399,224,2,2393.06
24351,283,2,2393.06
27880,278,2,2393.06
24707,85,2,2393.06
24683,192,2,2393.06
28712,277,2,2393.06
28694,364,2,2393.06
24685,175,2,2393.06
24420,356,2,2393.06
29179,290,2,2393.06
29292,282,2,2393.06
29191,273,2,2393.06
27872,28,2,2393.06
24403,373,2,2393.06
29256,301,2,2393.06
25427,220,2,2393.06
25429,209,2,2393.06
29392,37,2,2393.06
29469,212,2,2393.06
28940,295,2,2393.06
25084,33,2,2393.06
28954,270,2,2393.06
25074,236,2,2393.06
24797,98,2,2393.06
24819,275,2,2393.06
28923,305,2,2393.06
24110,301,2,2393.06
28311,351,2,2393.06
24784,286,2,2393.06
24762,152,2,2393.06
25049,260,2,2393.06
24787,125,2,2393.06
24340,324,2,2393.06
24688,140,2,2393.06
24352,240,2,2393.06
24684,197,2,2393.06
18113,68,3,2391.9599999999996
16113,94,5,2391.95
18611,40,5,2391.9399999999996
16818,99,5,2391.9399999999996
16641,80,6,2391.43
18878,44,5,2390.95
11156,371,4,2389.97
18561,18,4,2389.9599999999996
18514,38,4,2389.9599999999996
13358,116,5,2386.9399999999996
13102,281,5,2386.9399999999996
16478,94,5,2385.9399999999996
17010,60,4,2384.97
18839,65,3,2384.97
17446,47,4,2384.9599999999996
29114,276,1,2384.07
24404,357,1,2384.07
25452,60,1,2384.07
25463,19,1,2384.07
27871,22,1,2384.07
29306,243,1,2384.07
29358,75,1,2384.07
29295,260,1,2384.07
25409,210,1,2384.07
25410,219,1,2384.07
29293,275,1,2384.07
29318,250,1,2384.07
29382,229,1,2384.07
28136,377,1,2384.07
29102,288,1,2384.07
24641,224,1,2384.07
25175,245,1,2384.07
24780,313,1,2384.07
24383,153,1,2384.07
24674,313,1,2384.07
28719,344,1,2384.07
28203,374,1,2384.07
25162,245,1,2384.07
25169,237,1,2384.07
24339,382,1,2384.07
28323,334,1,2384.07
24804,284,1,2384.07
24958,58,1,2384.07
26209,127,1,2384.07
25734,205,1,2384.07
16078,125,6,2383.95
16867,102,5,2381.9399999999996
18528,40,5,2381.9399999999996
16845,101,3,2380.47
11041,365,3,2380.47
18478,38,3,2380.47
18067,58,3,2380.47
16912,49,3,2380.47
18441,33,3,2380.47
11136,376,3,2380.47
13711,59,3,2380.47
17593,71,3,2380.47
16859,89,3,2380.47
18518,23,4,2379.95
20860,216,5,2379.81
18566,30,3,2379.4799999999996
17135,55,3,2379.47
20587,73,5,2378.95
20722,242,6,2378.8
11888,302,3,2376.9599999999996
17536,51,3,2376.9599999999996
11526,345,3,2376.9599999999996
17134,62,3,2376.9599999999996
18838,28,3,2376.9599999999996
16869,102,3,2376.9599999999996
17141,47,3,2376.9599999999996
17594,48,3,2376.9599999999996
17421,53,3,2376.9599999999996
18435,38,3,2376.9599999999996
13100,272,3,2376.9599999999996
11523,333,3,2376.9599999999996
18116,94,3,2376.9599999999996
17453,50,3,2376.9599999999996
16909,79,3,2376.9599999999996
16144,91,3,2376.9599999999996
17005,54,4,2376.45
18850,40,4,2376.45
16915,47,2,2374.9799999999996
18395,39,2,2374.9799999999996
17622,120,2,2374.9799999999996
20923,101,6,2374.8
11037,359,7,2374.2299999999996
20912,98,7,2373.79
16112,105,4,2373.47
11063,367,5,2372.95
23603,27,5,2372.95
15998,128,3,2371.9599999999996
11021,356,3,2371.9599999999996
17427,51,3,2371.9599999999996
11132,280,6,2371.9399999999996
17416,77,3,2370.9599999999996
17475,52,3,2370.9599999999996
17420,53,5,2370.22
17458,66,4,2369.97
18232,67,4,2369.97
13417,257,4,2369.97
16844,84,4,2369.97
18972,73,4,2369.97
16244,92,4,2369.97
16087,92,4,2369.97
17604,76,4,2369.97
18376,29,4,2369.97
16864,80,4,2369.97
11618,339,4,2369.9599999999996
17176,70,4,2369.9599999999996
16832,84,4,2369.9599999999996
16851,83,4,2369.9599999999996
18961,59,4,2369.9599999999996
21506,27,4,2369.9599999999996
21538,25,4,2369.9599999999996
16865,84,4,2369.9599999999996
16100,100,4,2369.9599999999996
17365,63,4,2369.9599999999996
18416,41,4,2369.9599999999996
17581,71,5,2369.45
20861,213,9,2368.06
12451,208,4,2367.9199999999996
16147,80,6,2367.2
18560,40,3,2366.9599999999996
12081,251,3,2366.9599999999996
18849,42,3,2366.9599999999996
17399,75,3,2366.9599999999996
13878,30,3,2366.9599999999996
16908,100,3,2366.9599999999996
17413,62,5,2365.9399999999996
11647,333,5,2365.9399999999996
22803,25,3,2364.9799999999996
27324,36,3,2364.97
20930,51,7,2363.79
18519,38,4,2362.27
18426,20,4,2362.27
18379,81,4,2362.27
18783,19,4,2362.27
18781,19,4,2362.27
13396,230,4,2362.27
16914,47,4,2361.95
16105,107,4,2361.95
21835,36,4,2360.95
18881,22,3,2359.9799999999996
17544,70,3,2359.9799999999996
18437,42,3,2359.9799999999996
16906,157,3,2359.9799999999996
22800,37,3,2359.9799999999996
18508,32,4,2359.9599999999996
18381,36,4,2359.4599999999996
16872,90,5,2359.24
16983,52,3,2357.2799999999997
17552,61,3,2357.2799999999997
18817,21,3,2357.2799999999997
16645,96,3,2357.2799999999997
17133,73,3,2357.2799999999997
17624,71,3,2357.2799999999997
18539,19,4,2356.95
12080,289,2,2354.99
17417,52,2,2354.99
18406,21,2,2354.99
13434,93,2,2354.99
22810,23,2,2354.9799999999996
15999,130,2,2354.9799999999996
18829,42,2,2354.9799999999996
17398,73,2,2354.9799999999996
13916,31,2,2354.9799999999996
16850,102,2,2354.9799999999996
17267,66,2,2354.9799999999996
26388,37,2,2354.9799999999996
11036,357,2,2354.9799999999996
20553,51,2,2354.9799999999996
17474,69,2,2354.9799999999996
21827,26,2,2354.9799999999996
21505,45,2,2354.9799999999996
18862,41,3,2354.47
11265,376,3,2351.9599999999996
11062,372,3,2351.9599999999996
19710,56,3,2351.9599999999996
18547,21,3,2351.9599999999996
12449,218,3,2351.9599999999996
18581,33,3,2351.9599999999996
13393,249,3,2351.9599999999996
13217,119,3,2351.9599999999996
18479,27,3,2351.9599999999996
18971,58,3,2351.9599999999996
17364,57,3,2351.9599999999996
18950,69,3,2351.9599999999996
18422,37,3,2351.9599999999996
18578,35,3,2351.9599999999996
17009,67,3,2351.9599999999996
17612,51,3,2351.9599999999996
18788,54,3,2351.9599999999996
18432,38,3,2350.9599999999996
11040,286,3,2350.9599999999996
18398,35,3,2350.9599999999996
12090,251,3,2350.9599999999996
18785,47,3,2350.9599999999996
11316,367,2,2349.9799999999996
13743,68,2,2349.9799999999996
18512,39,2,2349.9799999999996
18225,70,5,2349.9599999999996
13455,218,3,2349.9199999999996
18532,29,5,2345.22
18375,25,4,2344.9599999999996
20589,65,4,2344.9599999999996
23605,46,4,2344.9599999999996
18819,40,4,2344.9599999999996
18066,63,4,2344.9599999999996
13454,214,3,2344.2599999999998
16833,78,4,2343.9599999999996
16880,82,4,2343.9599999999996
18392,87,4,2342.93
16854,102,4,2342.93
17553,53,4,2342.9199999999996
16785,106,4,2342.9199999999996
17542,61,2,2341.97
18613,29,2,2341.97
16907,81,2,2341.97
18429,36,2,2341.97
17545,58,2,2341.97
19705,70,2,2341.97
17439,77,2,2341.97
16116,81,2,2341.97
17001,68,2,2341.97
18513,40,2,2341.97
17363,60,2,2341.97
16892,81,2,2341.97
18460,40,2,2341.97
17433,63,3,2341.4599999999996
13710,76,3,2341.4599999999996
18959,72,3,2341.4599999999996
22816,32,5,2340.9399999999996
16111,101,5,2340.9399999999996
17460,69,3,2339.97
12017,300,3,2339.97
17591,48,4,2337.27
18388,26,4,2337.27
13706,47,4,2337.27
13387,73,4,2337.27
13145,71,4,2337.27
22836,37,3,2334.9799999999996
18832,33,3,2334.9799999999996
17462,62,3,2334.9799999999996
17175,127,3,2334.9799999999996
18352,66,3,2334.9799999999996
17157,77,3,2334.9799999999996
18615,32,3,2334.97
11135,271,3,2334.97
17592,52,3,2334.97
27951,31,3,2334.97
18951,48,3,2334.97
18399,42,3,2334.97
17037,132,3,2334.97
26406,28,4,2334.4599999999996
18427,34,4,2334.4599999999996
17017,47,3,2332.2799999999997
12903,190,3,2332.2799999999997
11016,339,3,2332.2799999999997
18428,37,3,2332.2799999999997
13709,64,3,2332.2799999999997
17002,57,4,2331.95
18864,40,4,2331.95
13851,64,4,2331.95
17400,125,4,2331.95
12447,256,4,2331.95
13987,21,2,2329.99
17470,60,2,2329.99
16007,138,2,2329.99
13370,57,2,2329.99
18480,27,2,2329.99
16095,99,2,2329.99
17007,64,2,2329.99
18595,80,2,2329.99
17401,49,2,2329.99
19746,65,2,2329.99
11162,330,2,2329.9799999999996
16146,89,2,2329.9799999999996
11053,362,2,2329.9799999999996
21542,37,2,2329.9799999999996
18876,30,2,2329.9799999999996
12902,175,2,2329.9799999999996
18497,35,2,2329.9799999999996
25786,28,2,2329.9799999999996
12781,210,2,2329.9799999999996
18827,18,2,2329.9799999999996
13853,32,2,2329.9799999999996
18433,94,2,2329.9799999999996
12914,192,2,2329.9799999999996
17623,70,3,2326.9599999999996
18922,47,3,2326.9599999999996
13415,233,3,2325.9599999999996
16968,57,3,2325.9599999999996
18594,29,3,2325.9599999999996
17264,54,3,2325.9599999999996
16893,89,3,2325.9599999999996
13241,132,3,2325.9599999999996
17508,53,3,2324.9199999999996
16079,127,3,2324.9199999999996
11022,359,2,2322.2799999999997
16145,102,2,2322.2799999999997
17403,138,2,2322.2799999999997
16979,62,2,2322.2799999999997
13398,54,2,2322.2799999999997
21828,34,2,2322.2799999999997
11160,327,2,2322.2799999999997
18418,17,2,2322.2799999999997
16101,92,2,2322.2799999999997
18586,19,2,2322.2799999999997
16868,90,2,2322.2799999999997
18882,49,2,2322.2799999999997
11512,17,1,2319.99
18538,22,1,2319.99
16081,80,1,2319.99
18527,46,1,2319.99
16148,107,1,2319.99
18412,25,1,2319.99
17537,58,1,2319.99
13377,258,1,2319.99
18643,34,1,2319.99
13271,121,1,2319.99
11154,369,1,2319.99
11155,373,1,2319.99
13209,136,1,2319.99
16114,89,1,2319.99
18614,25,1,2319.99
18351,52,1,2319.99
17268,57,1,2319.99
17140,58,1,2319.99
16989,49,1,2319.99
13414,253,1,2319.99
16753,87,1,2319.99
21537,36,1,2319.99
16881,78,1,2319.99
18818,25,3,2319.2599999999998
13027,156,3,2319.2599999999998
24841,28,3,2319.2599999999998
18481,41,4,2318.9599999999996
17546,73,4,2318.9599999999996
13473,219,4,2318.9599999999996
16961,76,4,2318.9599999999996
18582,28,4,2318.9599999999996
11251,88,4,2318.9599999999996
18403,19,4,2318.9599999999996
18237,106,4,2318.9599999999996
13394,247,4,2318.9599999999996
18526,21,4,2317.9199999999996
16981,58,4,2317.9199999999996
18353,68,2,2316.97
16755,87,2,2316.97
16819,93,2,2316.97
13428,248,2,2316.97
18894,31,2,2316.97
16967,65,2,2316.97
17524,54,2,2316.97
11020,381,2,2316.97
17008,60,2,2316.97
16871,99,2,2316.97
18442,30,4,2312.2599999999998
13154,70,3,2309.97
18386,35,3,2309.97
25777,40,3,2309.97
22797,25,3,2309.97
17139,68,3,2309.97
23621,28,3,2309.97
18357,75,3,2309.97
11145,354,3,2309.97
17362,51,3,2309.97
22824,31,2,2304.9799999999996
17402,117,2,2304.9799999999996
11064,354,2,2304.9799999999996
17136,69,2,2297.2799999999997
16779,82,2,2297.2799999999997
18394,29,2,2297.2799999999997
18610,19,2,2297.2799999999997
17415,77,2,2297.2799999999997
17423,62,2,2297.2799999999997
21527,19,1,2294.99
18537,39,1,2294.99
16835,94,1,2294.99
16839,96,1,2294.99
16882,81,1,2294.99
18393,43,1,2294.99
12785,170,1,2294.99
11693,351,1,2294.99
17000,63,1,2294.99
13399,67,1,2294.99
18592,46,1,2294.99
11152,370,1,2294.99
16786,80,1,2294.99
18789,24,1,2294.99
25770,21,1,2294.99
18436,32,1,2294.99
17499,69,1,2294.99
17414,66,1,2294.99
12086,245,1,2294.99
18401,79,1,2294.99
21833,36,1,2294.99
13852,47,1,2294.99
18840,46,1,2294.99
16344,85,1,2294.99
13427,238,1,2294.99
25029,168,6,2272.1975
24889,302,5,2269.9075
24611,350,4,2219.4175
24887,309,5,2218.8975
24919,257,6,2212.8875
24904,300,5,2199.8975
25108,161,4,2199.4075
24905,288,4,2195.9075
25231,187,5,2189.8975
25218,187,5,2184.8975
25032,165,5,2184.8975
25213,194,5,2184.8975
24907,283,4,2183.9075
24910,278,4,2183.9075
25035,211,4,2183.9075
25053,227,4,2183.9075
28669,722,1,2181.5625
26310,442,1,2181.5625
29013,693,1,2181.5625
26049,561,1,2181.5625
24824,730,1,2181.5625
29336,632,1,2181.5625
28818,702,1,2181.5625
25093,731,1,2181.5625
28819,711,1,2181.5625
24781,741,1,2181.5625
24817,728,1,2181.5625
24976,743,1,2181.5625
28837,705,1,2181.5625
28848,703,1,2181.5625
26235,461,1,2181.5625
29152,667,1,2181.5625
24977,734,1,2181.5625
28832,710,1,2181.5625
24832,718,1,2181.5625
25911,656,1,2181.5625
29135,692,1,2181.5625
29154,629,1,2181.5625
26279,416,1,2181.5625
25046,743,1,2181.5625
25999,568,1,2181.5625
25371,700,1,2181.5625
25113,148,4,2180.4075
25030,146,4,2180.4075
24921,247,4,2180.4075
24917,246,4,2179.9075
25126,211,3,2174.9175
25051,214,3,2174.9175
25234,183,3,2174.9175
24901,315,3,2174.9175
24888,295,3,2174.9175
25127,197,3,2174.9175
25037,206,3,2174.9175
25106,214,3,2170.9175
24916,257,5,2169.8975
24903,311,4,2164.9075
25034,208,4,2164.9075
24923,240,5,2159.3975
25226,178,5,2158.8975
24615,313,3,2155.9175
24606,366,3,2155.9175
25121,209,3,2155.9175
25133,168,3,2155.9175
25115,212,3,2155.9175
25229,182,3,2155.9175
25052,199,3,2155.9175
25120,212,3,2155.9175
24908,272,3,2155.9175
24913,248,3,2155.9175
25112,145,3,2155.9175
25243,165,3,2155.9175
25235,142,3,2155.9175
24900,314,3,2155.9175
24920,257,3,2155.9175
25114,151,3,2155.9175
25215,193,3,2155.9175
24612,332,5,2152.1975
25214,175,4,2149.9075
24914,257,4,2149.9075
24909,264,4,2149.9075
25119,210,4,2148.2075
24613,345,4,2148.2075
24915,250,3,2145.9175
25111,223,3,2145.9175
24922,232,3,2145.9175
25221,166,5,2143.8975
24924,226,5,2143.8975
25107,229,5,2143.8975
25225,170,3,2129.9175
25033,162,2,2120.9275
24608,330,2,2120.9275
25242,160,2,2120.9275
24614,332,2,2120.9275
24918,238,2,2120.9275
25057,228,2,2120.9275
25036,222,2,2120.9275
25240,153,2,2120.9275
25138,179,2,2120.9275
25228,168,2,2120.9275
25222,142,2,2120.9275
