CustomerKey,Frequency,Monetary,total_quantity,Recency,avg_order_amount,Future_Frequency,Future_Monetary,Future_Quantity,Buy,favorite_category_Accessories,favorite_category_Bikes,favorite_category_Clothing,main_region_Australia,main_region_Canada,main_region_Central,main_region_France,main_region_Germany,main_region_Northeast,main_region_Northwest,main_region_Southeast,main_region_Southwest,main_region_United Kingdom
13074,2,56.97,2,90,28.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13075,2,4366.4096,2,85,2183.2048,5.0,2477.53,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13076,4,4478.0682,4,73,1119.51705,1.0,2384.07,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13077,2,4344.0882,2,66,2172.0441,4.0,2422.54,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13078,4,4431.3996,4,75,1107.8499,2.0,2419.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13079,4,4359.0682,4,67,1089.76705,2.0,2393.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13080,5,4411.3682,5,84,882.27364,4.0,2433.04,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13081,3,4379.0882,3,67,1459.6960666666666,2.0,2393.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13082,4,4454.3496,4,73,1113.5874,4.0,2452.04,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13083,4,4532.5225,4,98,1133.130625,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13084,4,1798.96,4,52,449.74,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13085,5,3089.7999999999997,5,52,617.9599999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13086,1,2443.35,1,554,2443.35,4.0,2362.27,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13087,1,2443.35,1,552,2443.35,3.0,2359.9799999999996,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13088,1,2443.35,1,550,2443.35,2.0,2316.97,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13089,4,4381.3895999999995,4,49,1095.3473999999999,2.0,2419.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13090,4,4393.3582,4,42,1098.33955,2.0,2419.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13091,3,4421.3996,3,40,1473.7998666666665,3.0,2443.55,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13092,1,120.0,1,155,120.0,4.0,111.96000000000001,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
13093,4,4778.33,4,99,1194.5825,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13095,3,69.97,3,172,23.323333333333334,9.0,258.92,9.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13097,1,21.98,1,114,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13098,2,71.97,2,84,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13099,1,120.0,1,89,120.0,4.0,96.96000000000001,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
13100,3,2376.9599999999996,3,105,792.3199999999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13101,4,4736.03,4,13,1184.0075,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13102,5,2386.9399999999996,5,114,477.3879999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13103,5,4444.548199999999,5,53,888.9096399999999,3.0,2398.05,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13104,5,4466.3895999999995,5,44,893.2779199999999,3.0,2428.05,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13105,1,2049.0982,1,416,2049.0982,7.0,3536.3499999999995,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13106,1,2071.4196,1,410,2071.4196,6.0,3626.0999999999995,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13107,1,2049.0982,1,423,2049.0982,5.0,3601.7999999999997,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13108,1,2071.4196,1,408,2071.4196,8.0,3647.24,8.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13109,1,2049.0982,1,408,2049.0982,6.0,3633.7999999999993,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13110,1,2049.0982,1,422,2049.0982,2.0,3534.8399999999997,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13111,1,2071.4196,1,397,2071.4196,7.0,3635.7799999999997,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13112,1,2049.0982,1,416,2049.0982,8.0,3668.7899999999995,8.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13113,4,4431.3996,4,1,1107.8499,3.0,2401.01,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13114,4,4423.3796,4,8,1105.8449,1.0,2384.07,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13115,3,4346.3782,3,16,1448.7927333333334,4.0,2433.04,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13116,3,32.27,3,139,10.756666666666668,3.0,197.98000000000002,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13117,4,4393.3582,4,26,1098.33955,2.0,2438.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13118,1,2049.0982,1,404,2049.0982,5.0,3620.7999999999997,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13119,4,4436.3895999999995,4,11,1109.0973999999999,2.0,2393.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13120,2,49.48,2,168,24.74,5.0,155.91,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13121,3,93.97,3,13,31.323333333333334,2.0,27.279999999999998,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13122,5,4452.3696,5,29,890.47392,2.0,2419.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13123,3,4346.3782,3,28,1448.7927333333334,2.0,2419.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13125,2,104.98,2,73,52.49,4.0,33.56,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13126,4,4414.0682,4,1,1103.51705,3.0,2401.01,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13127,2,6.28,2,42,3.14,2.0,79.98,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13128,3,4379.0782,3,17,1459.6927333333333,2.0,2438.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13129,3,4404.0882,3,18,1468.0294000000001,2.0,2419.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13130,3,4404.0882,3,26,1468.0294000000001,2.0,2393.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13131,2,4344.0882,2,16,2172.0441,2.0,2393.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13132,5,4419.0682,5,23,883.81364,4.0,2461.55,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13133,5,4394.0581999999995,5,4,878.8116399999999,2.0,2419.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13134,1,2049.0982,1,409,2049.0982,4.0,3599.8199999999997,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13135,3,4354.0782,3,28,1451.3594,2.0,2419.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13136,2,27.279999999999998,2,39,13.639999999999999,1.0,34.99,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13137,6,177.94,6,42,29.656666666666666,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13138,3,83.97,3,2,27.99,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13139,5,4461.3895999999995,5,8,892.2779199999999,2.0,2393.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13140,1,69.99,1,8,69.99,9.0,255.22,9.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13142,1,2443.35,1,578,2443.35,2.0,2354.99,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13144,8,236.23,8,28,29.52875,3.0,45.24,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13146,2,30.97,2,74,15.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13147,3,74.98,3,55,24.993333333333336,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13148,3,1137.43,3,135,379.1433333333334,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13149,1,34.99,1,115,34.99,2.0,29.979999999999997,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13150,1,34.99,1,29,34.99,4.0,54.25,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13152,1,2181.5625,1,564,2181.5625,4.0,2400.95,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13153,3,106.96000000000001,3,169,35.653333333333336,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13155,5,217.95999999999998,5,90,43.592,1.0,8.99,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13156,1,2071.4196,1,408,2071.4196,3.0,592.27,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13158,3,64.97,3,176,21.656666666666666,6.0,156.94,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13159,2,123.97999999999999,2,4,61.989999999999995,6.0,84.2,6.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13160,3,4446.3996,3,5,1482.1332,2.0,2393.06,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13161,1,2181.5625,1,569,2181.5625,2.0,2341.97,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13162,2,85.48,2,15,42.74,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13163,2,30.97,2,62,15.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13164,4,100.46000000000001,4,31,25.115000000000002,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13165,1,2181.5625,1,564,2181.5625,1.0,2319.99,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13166,2,71.97,2,131,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13169,2,71.97,2,56,35.985,1.0,120.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
13170,4,230.96,4,98,57.74,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13171,3,191.97,3,55,63.99,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13173,5,4598.0125,5,103,919.6025,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13174,4,4558.5225,4,113,1139.630625,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13175,2,39.980000000000004,2,36,19.990000000000002,10.0,246.9,10.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13176,4,4753.32,4,101,1188.33,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13177,3,4498.532499999999,3,101,1499.510833333333,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13178,3,4498.532499999999,3,106,1499.510833333333,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13179,4,77.92,4,107,19.48,6.0,112.25,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13180,3,81.46000000000001,3,78,27.153333333333336,1.0,120.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
13181,2,128.99,2,136,64.495,2.0,56.97,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
13183,3,195.97,3,125,65.32333333333334,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13185,8,149.84,8,10,18.73,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13186,1,21.98,1,83,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13187,2,29.93,2,92,14.965,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13189,3,4765.63,3,108,1588.5433333333333,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13190,2,4501.5525,2,93,2250.77625,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13193,2,71.97,2,25,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13195,2,71.97,2,113,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13197,3,49.97,3,115,16.656666666666666,5.0,55.22,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13198,4,99.97,4,141,24.9925,2.0,14.98,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13199,3,22.93,3,184,7.6433333333333335,5.0,82.26,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13201,2,12.940000000000001,2,15,6.470000000000001,5.0,60.22,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13202,4,4558.5225,4,117,1139.630625,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13203,4,4491.532499999999,4,116,1122.8831249999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13205,4,4803.32,4,101,1200.83,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13206,9,155.91,9,16,17.323333333333334,2.0,7.28,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13208,5,4813.32,5,111,962.664,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13210,1,2181.5625,1,578,2181.5625,1.0,2319.99,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13212,1,2181.5625,1,551,2181.5625,3.0,2382.93,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13213,1,21.98,1,145,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13214,1,2181.5625,1,567,2181.5625,1.0,2319.99,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13216,3,96.46000000000001,3,84,32.153333333333336,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13220,4,4682.532499999999,4,121,1170.6331249999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13221,4,4795.3099999999995,4,98,1198.8274999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13222,6,88.44,6,83,14.74,3.0,61.97,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13224,4,4536.032499999999,4,69,1134.0081249999998,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13225,1,2181.5625,1,569,2181.5625,2.0,2322.2799999999997,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13226,1,2181.5625,1,574,2181.5625,3.0,2382.93,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13227,2,71.97,2,108,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13228,2,56.97,2,5,28.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13229,1,21.98,1,28,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13230,4,4905.32,4,83,1226.33,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13231,4,104.97,4,89,26.2425,7.0,142.93,7.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13233,1,2181.5625,1,528,2181.5625,4.0,2405.95,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13234,3,36.96,3,181,12.32,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13235,2,56.97,2,163,28.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13237,4,4516.532499999999,4,91,1129.1331249999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13238,3,4511.5425,3,64,1503.8474999999999,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13239,4,99.47,4,68,24.8675,7.0,86.23,7.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13243,3,4511.5425,3,65,1503.8474999999999,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13245,2,46.47,2,24,23.235,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13246,1,2443.35,1,549,2443.35,4.0,2369.9599999999996,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13247,1,2181.5625,1,534,2181.5625,3.0,2366.9599999999996,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
13248,1,2181.5625,1,548,2181.5625,3.0,2309.97,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13249,5,4795.34,5,10,959.068,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13250,2,4501.5525,2,86,2250.77625,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13251,7,6844.4182,7,85,977.7740285714286,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13252,5,6820.4596,5,74,1364.09192,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13253,6,6774.4496,6,65,1129.0749333333333,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13254,6,6801.128199999999,6,76,1133.5213666666666,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13255,9,4995.008199999999,9,116,555.000911111111,3.0,2398.05,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13256,9,5061.8396,9,112,562.4266222222222,4.0,2433.04,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13257,7,6522.22,7,75,931.7457142857144,2.0,2419.06,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13258,9,6502.46,9,67,722.4955555555556,1.0,2384.07,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13259,13,6638.639999999999,13,74,510.66461538461533,1.0,1214.85,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13260,7,6699.57,7,86,957.0814285714285,1.0,539.99,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13261,5,6660.59,5,11,1332.118,1.0,539.99,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
13262,4,77.96,4,131,19.49,1.0,8.99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
13263,12,10872.06,12,25,906.005,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13264,5,5948.23,5,83,1189.646,3.0,1317.33,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13265,5,5948.23,5,36,1189.646,3.0,1311.33,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13266,2,29.93,2,133,14.965,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13267,4,79.97,4,65,19.9925,4.0,44.96,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13268,8,176.23,8,6,22.02875,4.0,113.47,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13269,1,2181.5625,1,535,2181.5625,3.0,2325.9599999999996,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13273,4,4657.532499999999,4,78,1164.3831249999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13274,6,4837.8099999999995,6,83,806.3016666666666,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13275,1,21.98,1,171,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13277,3,4498.532499999999,3,91,1499.510833333333,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13278,4,4578.5225,4,87,1144.630625,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13279,4,4533.5225,4,69,1133.380625,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13280,4,4558.5225,4,89,1139.630625,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13283,3,4498.532499999999,3,76,1499.510833333333,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13284,5,4767.53,5,29,953.506,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13285,7,119.89,7,86,17.127142857142857,4.0,94.46000000000001,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13286,4,4516.532499999999,4,66,1129.1331249999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13287,2,4763.34,2,75,2381.67,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13288,6,4573.5025,6,71,762.2504166666666,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13289,3,42.28,3,19,14.093333333333334,3.0,23.97,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13290,3,74.98,3,101,24.993333333333336,5.0,36.910000000000004,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13291,3,81.46000000000001,3,67,27.153333333333336,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13292,3,4478.8425,3,66,1492.9475,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13293,1,21.98,1,11,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13296,1,21.98,1,126,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13297,1,21.98,1,5,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13298,3,4511.5425,3,74,1503.8474999999999,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13299,6,4835.299999999999,6,90,805.8833333333332,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13302,2,56.97,2,152,28.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13303,3,42.28,3,89,14.093333333333334,3.0,23.97,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13304,5,4612.5125,5,69,922.5024999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13305,2,71.97,2,88,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13307,3,81.46000000000001,3,57,27.153333333333336,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13308,2,29.93,2,95,14.965,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13309,1,21.98,1,103,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13310,2,29.93,2,140,14.965,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13312,3,80.96000000000001,3,9,26.986666666666668,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13313,2,76.97,2,140,38.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13314,6,4854.29,6,75,809.0483333333333,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13315,4,4541.532499999999,4,88,1135.3831249999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13316,5,4576.532499999999,5,81,915.3064999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13318,6,116.91,6,164,19.485,6.0,97.35,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13319,6,4647.5125,6,71,774.5854166666667,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13320,1,21.98,1,155,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13322,2,85.48,2,83,42.74,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13324,6,4526.782499999999,6,83,754.4637499999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13325,4,4558.5225,4,65,1139.630625,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13326,3,4511.5525,3,72,1503.8508333333332,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13327,2,30.97,2,11,15.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13328,6,4708.0199999999995,6,24,784.67,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13329,5,4807.3099999999995,5,69,961.4619999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13330,4,79.97,4,114,19.9925,2.0,14.98,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13331,3,65.96000000000001,3,19,21.986666666666668,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13336,3,106.96000000000001,3,114,35.653333333333336,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13337,2,180.98,2,55,90.49,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13339,2,30.97,2,172,15.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13340,5,4546.5225,5,72,909.3045,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13341,2,141.98,2,166,70.99,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13343,6,4720.2699999999995,6,7,786.7116666666666,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13344,3,80.96000000000001,3,90,26.986666666666668,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13345,6,4759.51,6,22,793.2516666666667,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13346,3,4498.532499999999,3,90,1499.510833333333,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13347,2,71.97,2,56,35.985,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13348,6,4615.032499999999,6,69,769.1720833333333,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13349,1,21.98,1,168,21.98,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13350,4,53.97,4,16,13.4925,3.0,78.48,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13351,2,4476.5525,2,84,2238.27625,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13352,2,56.97,2,40,28.485,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13353,1,2181.5625,1,525,2181.5625,5.0,2365.9399999999996,5.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
